Product_ID,Product_Name,Location,GTIN,Status
12907558,PN Schnittlauch Bund,CH-Z-034-04-1,4260046983507,SUCCESS
12907558,PN Schnittlauch Bund,CH-Z-034-04-1,4260046983507,SUCCESS
12231169,PN Avocado 1 Stück,CH-D-014-01-3,4311532235126,SUCCESS
10072958,MeinLand Petersilie glatt 40g,No pick location,4313705382033,SUCCESS
10045834,MeinLand Zucchini 1 Stück,No pick location,4900000000399,SUCCESS
13492181,PN Grenadilla 1 Stück,CH-C-054-13-3,4260237851974,SUCCESS
10073969,MeinLand Kopfsalat mit Wurzelballen 1 Stück,CH-Z-042-10-2,4900000000511,SUCCESS
11126907,PN Mini Wassermelone ganz 1 Stück,CH-Z-040-04-3,8712294014176,SUCCESS
11845082,MeinLand Spaghetti Kürbis 1 Stück,No pick location,4250036706063,SUCCESS
11683217,PN Bio Demeter Knoblauch trocken 150g Netz,CH-D-018-12-1,8033874786789,SUCCESS
10073969,MeinLand Kopfsalat mit Wurzelballen 1 Stück,CH-Z-042-10-2,4900000000511,SUCCESS
12148772,PN Mini Kiwis 125g,No pick location,3573094667123,SUCCESS
10073007,Edeka Zitrone 1 Stück,CH-D-014-01-1,4311527083077,SUCCESS
12852125,Edeka Bio Bio Zitrone 1 Stück,No pick location,4311527286904,SUCCESS
12874924,PN Frisee Salat 1 Stück,No pick location,4250132401381,SUCCESS
12908429,Zespri Bio Kiwi 1 Stück,No pick location,94009552,SUCCESS
13478201,Mein Land Bio Porree 1 Bund mind. 430g,No pick location,4313705999804,SUCCESS
10073969,MeinLand Kopfsalat mit Wurzelballen 1 Stück,CH-Z-042-10-2,4250036707237,SUCCESS
10075252,PN Endivien Salat 1 Stück,CH-D-018-07-1,4011411040871,SUCCESS
13480988,MeinLand Kraussalat 1 Stück,No pick location,4900000005547,SUCCESS
11683214,PN Bio Pfirsiche gelb 500g,No pick location,8436529571752,SUCCESS
11696041,PN Bio Demeter Äpfel Pinova 550g,No pick location,4311532134788,SUCCESS
13465512,PN Plattnektarinen gelb 500g,No pick location,8436530432295,SUCCESS
11683214,PN Bio Pfirsiche gelb 500g,No pick location,8436529571752,SUCCESS
12922114,Mein Land Porree 1 Stück,CH-D-063-05-3,4900000005479,SUCCESS
13465497,MeinLand Wirsing 900g,No pick location,4900000004823,SUCCESS
12926525,PN Wirsingkohl 1 Stück mind. 900g,CH-B-049-01-2,4900000004670,SUCCESS
12872477,EDEKA Selection Orangen 1kg,No pick location,4311532173855,SUCCESS
12845359,Mein Land Eichblattsalat rot 1 Stück,No pick location,4900000004205,SUCCESS
12927968,PN Knoblauch frisch 1 Bund (2 Stück),CH-D-053-05-4,8712924011032,SUCCESS
12927968,PN Knoblauch frisch 1 Bund (2 Stück),CH-D-053-05-4,8712924011032,SUCCESS
12916063,Edeka Spitzkohl 1 Stück mind. 700g,No pick location,8719244868728,SUCCESS
11971080,PN Nektarinen weiß 500g,No pick location,8430631210592,SUCCESS
12936326,PN Bärlauch 80g,No pick location,4038813124749,SUCCESS
11121424,PN Rhabarber 1kg,No pick location,4011411095314,SUCCESS
10022374,PN Trauben hell kernlos 500g,CH-D-062-01-1,4311532237328,SUCCESS
11970728,Kallen Spargel grün 14+mm 500g,No pick location,404201322644,SUCCESS
12916062,Edeka Weißkohl 1 Stück mind. 1,5kg,CH-Z-022-10-3,4900000004656,SUCCESS
11113842,PN Spargel weiß violett 16+mm 500g,No pick location,4900000000986,SUCCESS
12899991,San Lucar Saftorangen 1,5kg Netz,CH-Z-010-04-1,8430631593008,SUCCESS
12899058,PN Bio Demeter Eisbergsalat 1 Stück,CH-Z-016-12-3,4250476300760,SUCCESS
11958679,PN Bio Demeter Spargel grün 12+mm 250g Bund,No pick location,4250476304256,SUCCESS
12809649,PN Äpfel Kanzi 900g,No pick location,4024836399899,SUCCESS
12916064,Edeka Rotkohl 1 Stück mind. 1,5kg,CH-Z-012-04-3,4900000004632,SUCCESS
11794339,PN Mangostan 1 Stück,CH-D-014-07-3,7709567266609,SUCCESS
11122943,PN Nektarinen gelb 500g,CH-D-057-09-4,8437011605405,SUCCESS
10022332,PN Avocado Ready To Eat 1 Stück,CH-D-063-09-2,4311532166505,SUCCESS
12492437,PN Bio Demeter Staudensellerie 1 Stück,CH-Z-038-10-1,4250476304348,SUCCESS
11768295,PN Pflaumen rot 500g,CH-Z-022-01-1,4260078590018,SUCCESS
12916061,Edeka Knollensellerie 1 Stück mind. 800g,CH-A-002-01-1,4900000004663,SUCCESS
11122944,PN Pfirsiche 500g,No pick location,8412276711351,SUCCESS
11433790,PN Bio Broccoli 400g,CH-B-055-01-1,8033267770029,SUCCESS
11433790,PN Bio Broccoli 400g,CH-B-055-01-1,4311501420423,SUCCESS
12866854,PN Eichblattsalat rot 1 Stück,CH-Z-022-10-1,3469500040232,SUCCESS
10074019,PN Blumenkohl 1 Stück,CH-A-078-01-1,4250987947034,SUCCESS
12866851,PN Bio Demeter Spitzkohl 1 Stück - mind.500g,No pick location,8430748010122,SUCCESS
12866856,PN Eichblattsalat grün 1 Stück,CH-Z-022-10-2,3469500040225,SUCCESS
12866856,PN Eichblattsalat grün 1 Stück,CH-Z-022-10-2,3469500040225,SUCCESS
12481211,PN Bio Demeter Orangen 1kg Netz,CH-A-026-01-1,4260168010679,SUCCESS
11140220,PN Blattspinat Mini 125g,CH-D-016-07-1,8012566013044,SUCCESS
11140220,PN Blattspinat Mini 125g,CH-D-016-07-1,8012566013044,SUCCESS
11140220,PN Blattspinat Mini 125g,CH-D-016-07-1,8717278982212,SUCCESS
12834666,San Lucar Mandarinen 750g Netz,CH-D-018-10-1,8430631247550,SUCCESS
12319328,PN Äpfel Wellant 1kg,CH-A-050-01-2,4024836452839,SUCCESS
10073973,PN Petersilienwurzeln 250g,CH-Z-040-01-1,4007601166865,SUCCESS
10045832,EDEKA Selection Premium Clementinen 750g Netz,No pick location,4311532168462,SUCCESS
12817432,Mein Land Feldsalat 150g,CH-D-012-04-2,4250036705172,SUCCESS
12792729,Mein Land Himbeeren 125g,No pick location,4250036707039,SUCCESS
12481209,PN Bio Äpfel Gala 550g,No pick location,4311527127061,SUCCESS
10090915,MeinLand Dill 25g,No pick location,4311527075065,SUCCESS
11504504,PN Pflaumen dunkel 1kg,No pick location,8438001214256,SUCCESS
10072955,MeinLand Knollensellerie mit Laub 1 Stück,No pick location,42075,SUCCESS
12793750,Ondine Plattnektarinen weiß 450g,No pick location,8423799354253,SUCCESS
11689877,Gut&Günstig Birnen Guyot 1kg,No pick location,4311532031025,SUCCESS
10074022,PN Bio Demeter Äpfel Gala 550g,CH-D-053-13-2,4311532234167,SUCCESS
12081833,MeinLand Brombeeren 125g,No pick location,4250632930473,SUCCESS
11503566,MeinLand Bio Broccoli 350g,No pick location,4250036704335,SUCCESS
11703785,PN Mandarinen 750g Netz,No pick location,4007601178943,SUCCESS
10073972,Edeka Salat Trio Mix mit Ballen 1 Stück,CH-D-058-01-2,5400357004778,SUCCESS
10022372,PN Weisskohl Urtyp 1 Stück,No pick location,4900000000382,SUCCESS
11129266,PN Aprikosen 1kg,No pick location,8437011605115,SUCCESS
12337675,PN Bio Äpfel Pink Lady 550g,CH-B-059-01-2,4260113000809,SUCCESS
12481213,Edeka Bio Bio Mini Romanasalat 2 Stück,No pick location,8437010885020,SUCCESS
12792738,Lemon Gold Zitronen 450g,No pick location,8720094023403,SUCCESS
11835105,PN Bio Kirschen 300g,No pick location,4260207690183,SUCCESS
10073627,PN Äpfel Elstar 2kg,CH-A-024-01-1,4311527576708,SUCCESS
11126909,PN Pfirsiche gelb 1kg,No pick location,4311527597291,SUCCESS
12698952,PN Bio Kohlrabi 1 Stück,No pick location,4011424146898,SUCCESS
12786484,PN Himbeeren 250g,No pick location,8430631397293,SUCCESS
10020625,MeinLand Bundmöhren 1 Bund,No pick location,4900000000290,SUCCESS
10022347,PN Spargel grün 250g Bund,CH-D-059-13-1,8437012989047,SUCCESS
12773806,San Lucar Trauben hell kernlos 650g,No pick location,8430631311688,SUCCESS
10045835,MeinLand Lauchzwiebeln 1 Bund,No pick location,4900000001150,SUCCESS
10022363,MeinLand Bio Eisbergsalat 1 Stück,No pick location,4313705685318,SUCCESS
12789778,PN Pflaumen gelb 1kg,No pick location,8007886000287,SUCCESS
11895451,PN Bio Avocado Hass angereift 1 Stück,CH-D-053-01-3,8436535830256,SUCCESS
11113918,Edeka Kulturheidelbeeren 500g,CH-D-056-01-1,425050400646,SUCCESS
10022376,Edeka Bio Bio Äpfel Braeburn 550g,No pick location,4311527119400,SUCCESS
11996061,PN Plattnektarinen weiß 500g,No pick location,4260385490469,SUCCESS
12116398,PN Avocado Hass 2 Stück,CH-D-059-01-2,4003721020872,SUCCESS
10074018,PN Broccoli 400g,No pick location,4010420880331,SUCCESS
13478904,Mein Land Bio Zucchini Mix gelb grün 500g,No pick location,4250036707183,SUCCESS
11071182,Herrenhof Frikandellen 5 Stück,FR-A-068-01-3,4026279997458,SUCCESS
12025767,PN Bio Broccoli 300g,No pick location,4011424116068,SUCCESS
10209844,PN Staudensellerie 1 Stück,CH-A-012-01-1,8423735000015,SUCCESS
11895446,PN Bio Himbeeren 125g,CH-D-012-07-1,4251079326560,SUCCESS
12116434,PN Satsumas 750g,No pick location,5414677712688,SUCCESS
10022377,PN Saftorangen 1,5kg Netz,CH-A-048-01-2,5414677712596,SUCCESS
10018482,PN Salatgurke 1 Stück mind. 300g,AM-F-117-01-1,4311527566310,SUCCESS
12447777,PN Knollensellerie mit Laub 1 Stück,No pick location,4260121660781,SUCCESS
10022378,PN Eisbergsalat 1 Stück,CH-B-069-01-1,4260120060643,SUCCESS
12614380,PN Bio Demeter Hokkaido Kürbis 1 Stück,No pick location,4900000003215,SUCCESS
10019401,MeinLand Weißkohl 1 Stück,No pick location,4900000000375,SUCCESS
12754664,San Lucar Trauben rot kernlos 650g,No pick location,8430631311817,SUCCESS
12405692,MeinLand Blattspinat 500g,No pick location,4250036707046,SUCCESS
11973832,Kallen Spargel weiß Hofsorte 1,5kg,No pick location,4042013033350,SUCCESS
12754663,PN Bio Äpfel Braeburn 600g,No pick location,8008757734232,SUCCESS
12747002,PN Bio Demeter Mini Wassermelone rot 1 Stück,No pick location,4250476304515,SUCCESS
11122516,Kallen Spargel weiß 16+mm 500g,No pick location,4042013003551,SUCCESS
12943039,PN Deutscher Spargel weiß violett 16+mm 500g,No pick location,4250632980164,SUCCESS
10215024,PN Knollensellerie 1 Stück,No pick location,4900000000788,SUCCESS
10019386,PN Spargel weiß 16+mm 500g Bund,CH-D-057-09-3,4311532072714,SUCCESS
10073009,Gut&Günstig Clementinen 1kg Netz,No pick location,4311527740185,SUCCESS
12211842,MeinLand Champignons braun mittel 300g,CH-B-071-01-2,4313705672547,SUCCESS
10018482,PN Salatgurke 1 Stück mind. 300g,AM-F-117-01-1,8437004981158,SUCCESS
13476880,Mein Land Mini Möhren 250g,CH-D-020-07-1,4250036706780,SUCCESS
12674022,PN Mangold 500g,CH-Z-018-01-1,8016404000135,SUCCESS
10020480,Edeka Prinzessbohnen 200g,CH-D-014-04-1,4311532107768,SUCCESS
10018273,Edeka Bio Bio Champignons weiß 200g,CH-D-063-13-3,4311527184828,SUCCESS
12621659,PN Bio Demeter Fenchel 500g,No pick location,4260372656212,SUCCESS
12487310,PN Estragon 20g,CH-C-054-13-2,4038813127948,SUCCESS
10022311,Edeka Bio Bio Champignons braun 200g,CH-B-057-01-1,4311527184866,SUCCESS
12631088,PN Zucchini im Netz 1kg,No pick location,8428732003182,SUCCESS
12203289,PN Rispentomaten 500g,AM-F-018-01-1,4250154879755,SUCCESS
12615444,PN Bio Demeter Zitrone 1 Stück,CH-D-055-05-3,4250476305826,SUCCESS
10073621,PN Granatapfel 1 Stück,CH-C-054-09-3,4250132416163,SUCCESS
12614380,PN Bio Demeter Hokkaido Kürbis 1 Stück,No pick location,4900000003215,SUCCESS
10090916,PN Rettich 1 Stück,CH-Z-018-04-2,4250987966011,SUCCESS
12617932,PN Bio Demeter Bio Demeter Kohlrabi 1 Stück,No pick location,8033874787052,SUCCESS
11212402,Edeka Bio Bio Butternut Kürbis 1 Stück,CH-Z-012-01-2,4250036704731,SUCCESS
10073979,Gut&Günstig Mandarinen 1kg Netz,CH-B-077-01-1,4311527976515,SUCCESS
10022360,Edeka Zuckererbsen 200g,CH-D-020-04-2,4311532111864,SUCCESS
11714155,Edeka Bio Bio Kokosnuss 1 Stück,No pick location,41023,SUCCESS
12058634,PN Bio Blumenkohl 1 Stück,CH-Z-018-10-3,4250476307110,SUCCESS
11500385,MeinLand Knoblauch frisch 1 Stück,No pick location,4900000005165,SUCCESS
10019464,PN Aubergine 1 Stück,AM-F-061-13-2,4900000000443,SUCCESS
12520165,PN Bio Demeter Birnen Conference 500g,CH-Z-048-10-1,8033874789728,SUCCESS
11159767,MeinLand Rote Bete 1kg,CH-Z-046-07-1,4250036704014,SUCCESS
10022318,PN Blattspinat 500g,CH-B-071-01-1,8033102510018,SUCCESS
10019401,MeinLand Weißkohl 1 Stück,No pick location,4900000000375,SUCCESS
12511737,PN Bio Demeter Butternut Kürbis 1 Stück,No pick location,4900000003208,SUCCESS
10018482,PN Salatgurke 1 Stück mind. 300g,AM-F-117-01-1,4311527566310,SUCCESS
11386008,PN Trauben Mix 500g,CH-D-053-01-2,5414677712244,SUCCESS
12481210,PN Bio Clementinen 750g Netz,No pick location,4311527111725,SUCCESS
12481210,PN Bio Clementinen 750g Netz,No pick location,4900000000498,SUCCESS
10073267,PN Nashi Birnen 1 Stück,CH-D-014-04-2,4052264396920,SUCCESS
11363786,PN Knoblauch frisch 1 Stück,No pick location,41581,SUCCESS
12226383,MeinLand Bio Äpfel Elstar 550g,No pick location,4250036707091,SUCCESS
10075256,Edeka Petersilie glatt 40g,AM-F-062-13-3,4311527156115,SUCCESS
12483885,Edeka Minze 25g,AM-F-063-13-2,4003014438704,SUCCESS
10075255,Edeka Petersilie kraus 40g,AM-F-052-09-1,4311527274772,SUCCESS
12231168,PN Broccoli 500g,CH-C-074-01-1,4311527578825,SUCCESS
10045832,EDEKA Selection Premium Clementinen 750g Netz,No pick location,4311532168462,SUCCESS
10210305,PN Wirsingkohl 1 Stück,No pick location,4900000000580,SUCCESS
12481212,PN Bio Demeter Zucchini 500g,CH-D-055-01-3,4250476306373,SUCCESS
13418630,Edeka Herzstücke Schnittlauch 25g,No pick location,4311527562664,SUCCESS
12148771,PN Bio Kulturheidelbeeren 125g,CH-D-055-05-1,8437014025286,SUCCESS
10209843,PN Spitzkohl 1 Stück,CH-A-052-01-1,41567,SUCCESS
12148775,PN Pomelo rot 1 Stück,CH-D-016-01-2,7291008064054,SUCCESS
10022387,PN Feldsalat 150g,No pick location,3590941000155,SUCCESS
11833804,Gut&Günstig Orangen 1,5kg Netz,No pick location,4311532218082,SUCCESS
10022331,PN Feige 1 Stück,CH-D-057-13-2,4250132000256,SUCCESS
10074022,PN Bio Demeter Äpfel Gala 550g,CH-D-053-13-2,4311532141717,SUCCESS
11895447,PN Bio Demeter Grapefruit 1 Stück,CH-Z-016-01-2,8428388012804,SUCCESS
11770180,PN Kulturheidelbeeren 300g,No pick location,7754337000051,SUCCESS
11348294,Edeka Bio Bio Kaki 1 Stück,No pick location,4311527745432,SUCCESS
10022328,MeinLand Chinakohl 1 Stück,CH-D-060-01-1,4900000000306,SUCCESS
11493204,PN Kiwi Gold 4 Stück,CH-B-057-01-2,2010032633518,SUCCESS
11152153,PN Himbeeren 125g,CH-D-058-01-1,560026100639,SUCCESS
10072949,PN Kakis 1kg,No pick location,4014714092097,SUCCESS
12115304,PN Kiwis 4 Stück,No pick location,2010030983769,SUCCESS
11159761,MeinLand Bio Zucchini 500g,No pick location,4250036705165,SUCCESS
12120156,MeinLand Sweet Mama Speisekürbis 1 Stück,No pick location,4250036706889,SUCCESS
10073994,MeinLand Knollensellerie 1 Stück,No pick location,41554,SUCCESS
10073992,PN Lauchzwiebeln 1 Bund,CH-D-065-01-1,41140,SUCCESS
11126907,PN Mini Wassermelone ganz 1 Stück,CH-Z-040-04-3,41077,SUCCESS
11129732,MeinLand Rucola 125g,No pick location,4049732531457,SUCCESS
10073623,PN Physalis 100g,CH-D-063-01-4,2010032757122,SUCCESS
11429527,PN Feigen 4 Stück,CH-Z-036-01-2,4042559000526,SUCCESS
12116435,PN Zucchini gelb 1 Stück,No pick location,47118,SUCCESS
11895453,MeinLand Bio Blumenkohl grün 1 Stück,No pick location,4250036704762,SUCCESS
10019400,MeinLand Rotkohl 1 Stück,No pick location,41564,SUCCESS
11891017,Küppers Butternut Kürbis mind. 700g 1 Stück,CH-Z-012-07-2,4260598110581,SUCCESS
12444487,PN Suppengrün 750g,CH-D-006-01-1,4900000004939,SUCCESS
10022312,PN Brombeeren 125g,CH-D-063-01-3,401223871109,SUCCESS
11683213,PN Bio Trauben hell kernlos 500g,No pick location,4260372653877,SUCCESS
11208734,Edeka Peperoni Mix 50g,CH-Z-042-07-2,2010032520269,SUCCESS
11789244,PN Artischocke 1 Stück,CH-Z-040-07-1,41112,SUCCESS
10075254,PN Kaki 1 Stück,CH-D-059-09-3,4311527644704,SUCCESS
12231197,PN Bio Kiwi Gold 1 Stück,No pick location,94009583,SUCCESS
10072953,MeinLand Wirsingkohl 1 Stück,No pick location,4900000000436,SUCCESS
11348313,PN Butternut Kürbis 1 Stück,No pick location,4003910008346,SUCCESS
11839523,Edeka Bluccoli 500g,No pick location,4011424132235,SUCCESS
10075253,PN Kohlrabi 1 Stück,CH-B-073-01-1,41166,SUCCESS
10022337,MeinLand Blumenkohl 1 Stück,No pick location,41157,SUCCESS
10073990,MeinLand Fenchel 1 Stück,No pick location,4900000000535,SUCCESS
12025767,PN Bio Broccoli 300g,No pick location,4011424116068,SUCCESS
11794348,PN Pitahaya weißfleischig 1 Stück,CH-D-055-05-4,41058,SUCCESS
10020360,PN Chicorée 500g,No pick location,2010030551425,SUCCESS
11699193,PN Rote Johannisbeeren 200g,No pick location,4007601181523,SUCCESS
10022325,PN Grapefruit 1 Stück,CH-Z-048-12-3,41085,SUCCESS
10022329,MeinLand Rettich 1 Stück,No pick location,4900000000344,SUCCESS
11218348,PN Romanesco 1 Stück,CH-Z-010-01-1,42007,SUCCESS
12120155,MeinLand Hokkaido Kürbis 1 Stück,CH-Z-048-07-2,4250036706049,SUCCESS
11129267,PN Nektarinen gelb 1kg,No pick location,2010029273963,SUCCESS
12922114,Mein Land Porree 1 Stück,CH-D-063-05-3,41563,SUCCESS
10022350,PN Kulturheidelbeeren 125g,CH-D-053-05-3,33383220291,SUCCESS
11895448,PN Bio Demeter Bio Granatapfel 1 Stück,No pick location,41018,SUCCESS
10160957,MeinLand Bio Hokkaido Kürbis 1 Stück,CH-D-014-04-3,4313705999828,SUCCESS
11433795,PN Mairüben 1 Bund,CH-D-014-12-3,41173,SUCCESS
11210168,MeinLand Bio Romanesco 1 Stück,No pick location,4250036704779,SUCCESS
11038599,PN Weißkohl 1 Stück,No pick location,41571,SUCCESS
12078057,PN Pastinaken 500g,CH-Z-014-04-1,4011424117263,SUCCESS
11895454,PN Bio Porree 1 Bund mind. 430g,No pick location,2010032238140,SUCCESS
10073970,MeinLand Endivien Salat 1 Stück,No pick location,41187,SUCCESS
10019944,MeinLand Spitzkohl 1 Stück,No pick location,4900000000368,SUCCESS
10019405,PN Radieschen im Bund 1 Bund,CH-C-054-01-1,41175,SUCCESS
11714158,Edeka Meerrettich 200g,CH-D-018-10-3,4260214760015,SUCCESS
10100628,PN Kopfsalat 1 Stück,CH-B-069-01-2,41190,SUCCESS
11794347,PN Karambole 1 Stück,CH-D-063-01-2,41022,SUCCESS
11845082,MeinLand Spaghetti Kürbis 1 Stück,No pick location,4003910008377,SUCCESS
10209844,PN Staudensellerie 1 Stück,CH-A-012-01-1,41144,SUCCESS
11895452,PN Bio Staudensellerie 1 Stück,No pick location,2010032398417,SUCCESS
11699183,Küppers Hokkaido Kürbis 1 Stück,CH-A-074-01-1,4260598110208,SUCCESS
11699183,Küppers Hokkaido Kürbis 1 Stück,CH-A-074-01-1,41551,SUCCESS
10109778,PN Bundmöhren 1 Bund,CH-A-022-01-1,4019709070142,SUCCESS
